country_name,region,incomegroup,year,life_expectancy_world_bank,prevelance_of_undernourishment,co2,health_expenditure_per,education_expenditure_per,unemployment,sanitation,injuries,communicable,noncommunicable,year_dt
Cote_d'Ivoire,Sub-Saharan_Africa,Lower_middle_income,2016,56.57,6.9,9590.00015258789,3.35,3.97,2.6,21.3,783652.89,9046859.52,3588318.12,2016
Cameroon,Sub-Saharan_Africa,Lower_middle_income,2016,58.06,5.9,9079.99992370605,3.73,2.56,3.58,21.3,972488.42,9324693.48,4022546.32,2016
Colombia,Latin_America_&_Caribbean,Upper_middle_income,2016,76.73,6.0,82680.0003051758,7.53,4.48,8.69,17.72,2027639.76,1403918.21,7688695.06,2016
Comoros,Sub-Saharan_Africa,Lower_middle_income,2016,63.7,12.4,219.999998807907,4.65,2.74,8.1,21.3,23292.23,125425.59,115987.4,2016
Costa_Rica,Latin_America_&_Caribbean,Upper_middle_income,2016,79.74,3.6,8079.99992370605,7.32,6.89,8.6,31.53,152550.72,90956.71,809024.14,2016
Cuba,Latin_America_&_Caribbean,Upper_middle_income,2016,78.61,2.5,27170.0000762939,12.22,10.41,2.0,37.11,328936.45,256462.4,2806649.63,2016
Cyprus,Europe_&_Central_Asia,High_income,2016,80.51,2.5,7219.99979019165,6.62,6.15,12.95,76.91,26960.02,11359.66,256909.36,2016
Germany,Europe_&_Central_Asia,High_income,2016,80.99,2.5,747150.024414063,11.24,4.84,4.12,96.96,1937140.97,975592.03,23829341.15,2016
Djibouti,Middle_East_&_North_Africa,Lower_middle_income,2016,65.06,13.6,419.999986886978,2.73,3.92,26.19,34.63,33453.84,272081.02,164595.32,2016
Denmark,Europe_&_Central_Asia,High_income,2016,80.85,2.5,35319.9996948242,10.14,8.1,5.99,90.9,115145.74,71674.47,1451897.79,2016
Dominican_Republic,Latin_America_&_Caribbean,Upper_middle_income,2016,73.47,6.8,24590.0001525879,5.83,3.85,7.28,38.16,474502.21,784850.65,2085169.61,2016
Algeria,Middle_East_&_North_Africa,Lower_middle_income,2016,76.3,2.8,154910.003662109,6.61,7.34,10.2,18.52,1184780.1,1716609.07,7007974.48,2016
Ecuador,Latin_America_&_Caribbean,Upper_middle_income,2016,76.36,9.7,39810.001373291,7.28,4.36,4.6,41.8,703670.02,697031.33,2807419.59,2016
Eritrea,Sub-Saharan_Africa,Low_income,2016,65.11,28.5,660.000026226044,3.52,3.34,5.9,9.4,271261.51,1544266.44,927075.78,2016
Spain,Europe_&_Central_Asia,High_income,2016,83.33,2.5,247029.998779297,8.95,4.23,19.63,95.67,884009.41,504087.67,11013426.31,2016
Estonia,Europe_&_Central_Asia,High_income,2016,77.64,2.5,15989.9997711182,6.43,5.16,6.76,92.89,44527.39,18520.08,392396.89,2016
Ethiopia,Sub-Saharan_Africa,Low_income,2016,65.48,14.4,14970.0002670288,3.6,5.06,2.29,5.87,2851050.31,24764043.94,12236105.64,2016
Finland,Europe_&_Central_Asia,High_income,2016,81.43,2.5,45700.0007629395,9.38,6.85,8.82,84.1,175853.25,36679.32,1415176.59,2016
Fiji,East_Asia_&_Pacific,Upper_middle_income,2016,67.18,6.3,1519.99998092651,3.28,4.84,4.32,34.89,27964.9,52840.03,245474.87,2016
France,Europe_&_Central_Asia,High_income,2016,82.57,2.5,313920.013427734,11.47,5.43,10.05,78.68,1880594.38,757347.53,14866292.63,2016
United_Kingdom,Europe_&_Central_Asia,High_income,2016,81.16,2.5,380809.997558594,9.87,5.38,4.81,98.04,1241383.18,1001216.92,16742623.76,2016
Georgia,Europe_&_Central_Asia,Upper_middle_income,2016,73.21,8.3,9649.99961853027,8.0,3.59,16.6,36.49,141954.74,105091.99,1244800.61,2016
Ghana,Sub-Saharan_Africa,Lower_middle_income,2016,63.12,7.7,16069.9996948242,3.46,4.39,5.53,11.47,878314.83,7111442.22,4761360.78,2016
Guinea,Sub-Saharan_Africa,Low_income,2016,60.17,28.5,2819.9999332428,5.4,2.54,4.88,9.4,481323.19,5251606.87,2115804.68,2016
Guinea-Bissau,Sub-Saharan_Africa,Low_income,2016,57.33,28.5,310.000002384186,8.33,2.3,5.95,10.12,83176.62,600541.02,315960.36,2016
Greece,Europe_&_Central_Asia,High_income,2016,81.39,2.5,66849.9984741211,8.32,3.54,23.54,88.62,240993.64,139694.33,2927822.69,2016
Grenada,Latin_America_&_Caribbean,Upper_middle_income,2016,72.41,7.3,280.000001192093,4.44,3.74,6.94,38.16,2975.66,3971.56,25307.46,2016
Guatemala,Latin_America_&_Caribbean,Upper_middle_income,2016,73.54,16.4,17489.9997711182,6.07,2.94,2.58,38.16,881774.54,1193831.2,2818299.6,2016
Guyana,Latin_America_&_Caribbean,Upper_middle_income,2016,69.45,6.4,2480.00001907349,4.02,4.74,13.46,38.16,49089.28,62786.04,191758.28,2016
Honduras,Latin_America_&_Caribbean,Lower_middle_income,2016,74.7,13.8,9470.00026702881,7.69,5.16,6.73,48.16,373951.84,448708.47,1601073.7,2016
Croatia,Europe_&_Central_Asia,High_income,2016,78.02,2.5,16879.9991607666,6.83,3.94,13.1,72.98,154950.18,44544.64,1262923.99,2016
Haiti,Latin_America_&_Caribbean,Lower_middle_income,2016,62.9,43.2,3359.99989509583,4.9,1.4,13.93,43.99,838946.42,2453743.52,2733731.33,2016
Hungary,Europe_&_Central_Asia,High_income,2016,76.06,2.5,44250.0,7.0,4.61,5.11,86.09,344350.67,117794.37,3235406.56,2016
Indonesia,East_Asia_&_Pacific,Lower_middle_income,2016,71.04,6.6,482510.009765625,3.02,3.5,4.3,47.86,5317133.63,17986841.39,53524222.05,2016
India,South_Asia,Lower_middle_income,2016,68.9,13.9,2195250.0,3.5,4.25,5.42,37.79,50122107.76,158681750.8,255353220.7,2016
Ireland,Europe_&_Central_Asia,High_income,2016,81.65,2.5,38819.9996948242,7.42,3.74,8.37,81.0,88020.64,47335.23,999539.71,2016
Iraq,Middle_East_&_North_Africa,Upper_middle_income,2016,70.12,19.1,142229.995727539,3.49,4.71,10.82,41.72,4006033.25,1713320.87,6248076.84,2016
Iceland,Europe_&_Central_Asia,High_income,2016,82.2,2.5,1629.99999523163,8.1,7.43,2.98,76.39,6494.55,3226.83,63722.14,2016
Israel,Middle_East_&_North_Africa,High_income,2016,82.41,2.5,64980.0033569336,7.17,5.86,4.8,91.94,150512.95,104386.57,1464322.17,2016
Italy,Europe_&_Central_Asia,High_income,2016,83.24,2.5,333339.996337891,8.73,3.82,11.69,95.75,1119645.39,560414.13,15916543.54,2016
Jamaica,Latin_America_&_Caribbean,Upper_middle_income,2016,74.18,9.3,7570.00017166138,5.7,5.31,13.19,38.16,59047.24,110316.12,570273.44,2016
Jordan,Middle_East_&_North_Africa,Upper_middle_income,2016,74.18,7.1,24819.9996948242,7.16,3.45,15.28,81.48,190870.5,307188.19,1351058.35,2016
Japan,East_Asia_&_Pacific,High_income,2016,83.98,2.5,1167790.0390625,10.66,3.15,3.1,79.84,3267793.72,1979373.56,30930863.67,2016
Kazakhstan,Europe_&_Central_Asia,Upper_middle_income,2016,72.41,2.5,202149.993896484,3.42,2.98,4.96,40.62,859965.94,607825.28,4282763.68,2016
Kenya,Sub-Saharan_Africa,Lower_middle_income,2016,65.39,23.3,19110.0006103516,5.14,4.9,2.76,21.3,1149212.57,10802501.3,6013473.15,2016
Cambodia,East_Asia_&_Pacific,Lower_middle_income,2016,68.98,8.5,11069.9996948242,6.12,2.8,0.72,47.86,524862.16,1780182.65,3036171.35,2016
Kiribati,East_Asia_&_Pacific,Lower_middle_income,2016,67.58,3.3,70.0000002980232,9.32,10.09,2.1900000000000004,25.31,4701.73,16972.63,34703.89,2016
Kuwait,Middle_East_&_North_Africa,High_income,2016,75.22,2.5,91550.0030517578,4.73,5.85,2.16,100.0,72940.81,67637.51,520373.14,2016
Lebanon,Middle_East_&_North_Africa,Lower_middle_income,2016,78.8,6.2,27809.9994659424,7.91,2.12,9.78,15.33,126606.0,130498.96,1086974.89,2016
Liberia,Sub-Saharan_Africa,Low_income,2016,62.8,36.3,1409.9999666214,9.85,2.15,3.08,9.4,110487.06,1364474.81,628845.81,2016
Sri_Lanka,South_Asia,Lower_middle_income,2016,76.48,4.7,21930.0003051758,3.86,1.98,4.24,32.1,721171.48,590151.2,4235907.76,2016
Lesotho,Sub-Saharan_Africa,Lower_middle_income,2016,52.06,32.0,689.999997615814,8.76,7.76,23.48,40.27,169438.9,1145360.63,446822.92,2016
Lithuania,Europe_&_Central_Asia,High_income,2016,74.67,2.5,11199.9998092651,6.64,4.0,7.86,92.3,154814.19,50057.26,974118.96,2016
Luxembourg,Europe_&_Central_Asia,High_income,2016,82.69,2.5,8850.00038146973,5.19,3.71,6.29,96.26,13536.24,5767.23,121566.48,2016
Latvia,Europe_&_Central_Asia,High_income,2016,74.58,2.5,7150.00009536743,6.14,4.66,9.64,74.27,85679.37,35554.05,659527.59,2016
Morocco,Middle_East_&_North_Africa,Lower_middle_income,2016,75.97,3.8,60319.9996948242,5.24,5.3,9.3,38.06,1123777.57,1709596.99,7248941.7,2016
Moldova,Europe_&_Central_Asia,Upper_middle_income,2016,71.62,3.4,8140.00034332275,7.54,5.61,4.02,40.62,162985.92,112981.03,1194280.9,2016
Madagascar,Sub-Saharan_Africa,Low_income,2016,65.93,41.6,3180.0000667572,5.26,2.69,1.8,9.08,576993.67,6469074.71,3759391.31,2016
Mexico,Latin_America_&_Caribbean,Upper_middle_income,2016,74.92,5.8,473309.997558594,5.55,4.91,3.86,47.7,4617131.95,3853912.09,23550661.72,2016
North_Macedonia,Europe_&_Central_Asia,Upper_middle_income,2016,75.4,3.0,7300.00019073486,6.38,3.3,23.72,12.41,60176.3,39762.54,642195.86,2016
Mali,Sub-Saharan_Africa,Low_income,2016,57.99,3.1,4670.00007629395,3.77,3.09,7.57,17.11,785125.44,10541209.83,3201311.76,2016
Malta,Middle_East_&_North_Africa,High_income,2016,82.45,2.5,1350.00002384186,8.94,5.08,4.69,91.87,9011.72,5676.47,104383.91,2016
Myanmar,East_Asia_&_Pacific,Lower_middle_income,2016,66.2,3.5,21860.0006103516,5.11,1.9,1.18,60.9,1869195.7,5884063.57,12281024.58,2016
Mongolia,East_Asia_&_Pacific,Lower_middle_income,2016,69.32,7.4,18170.0000762939,4.42,5.18,7.24,50.01,171238.58,179891.78,764574.07,2016
Mozambique,Sub-Saharan_Africa,Low_income,2016,58.31,31.5,7280.00020980835,7.17,5.87,3.45,9.4,950629.37,12607178.23,4099490.25,2016
Mauritania,Sub-Saharan_Africa,Lower_middle_income,2016,64.21,8.5,3259.99999046326,3.1,1.94,10.26,21.3,103368.87,682418.58,488427.71,2016
Malawi,Sub-Saharan_Africa,Low_income,2016,62.68,16.1,1120.00000476837,10.88,4.75,5.82,23.2,408325.5,5189008.69,2355866.72,2016
Malaysia,East_Asia_&_Pacific,Upper_middle_income,2016,75.65,3.5,235960.006713867,3.69,4.75,3.44,74.28,784585.39,1234672.25,5215452.63,2016
Niger,Sub-Saharan_Africa,Low_income,2016,61.14,28.5,2109.99989509583,4.53,2.96,0.53,14.6,792035.9,11341084.16,3058147.87,2016
Nicaragua,Latin_America_&_Caribbean,Lower_middle_income,2016,73.86,18.0,5380.00011444092,8.05,4.08,3.9,43.99,170570.28,234076.9,1020565.54,2016
Netherlands,Europe_&_Central_Asia,High_income,2016,81.56,2.5,158539.993286133,10.29,5.48,6.01,97.49,344829.07,187570.57,4086538.48,2016
Norway,Europe_&_Central_Asia,High_income,2016,82.41,2.5,38759.9983215332,10.59,8.03,4.68,64.0,122117.24,58276.06,1135893.58,2016
Nepal,South_Asia,Lower_middle_income,2016,69.85,4.5,10409.9998474121,5.42,3.9,2.87,38.97,882345.07,3091083.68,5365146.03,2016
New_Zealand,East_Asia_&_Pacific,High_income,2016,81.61,2.5,31190.0005340576,9.24,6.41,5.15,81.26,152379.74,43823.25,956071.92,2016
Oman,Middle_East_&_North_Africa,High_income,2016,77.14,8.4,72129.997253418,4.36,4.19,3.27,86.51,173799.88,113302.97,571141.02,2016
Pakistan,South_Asia,Lower_middle_income,2016,66.77,12.4,181110.000610352,2.89,3.0,3.78,32.1,5938856.25,51287017.53,38844960.12,2016
Panama,Latin_America_&_Caribbean,High_income,2016,77.96,7.8,10770.0004577637,7.32,2.85,3.26,62.86,113570.22,160091.37,642576.25,2016
Peru,Latin_America_&_Caribbean,Upper_middle_income,2016,76.04,6.9,56860.0006103516,4.97,3.81,3.74,43.01,843541.59,1696453.37,4801033.81,2016
Philippines,East_Asia_&_Pacific,Lower_middle_income,2016,70.8,8.8,121959.999084473,3.95,3.57,2.7,55.93,3105670.74,8998455.19,20078964.33,2016
Papua_New_Guinea,East_Asia_&_Pacific,Lower_middle_income,2016,63.74,23.2,7659.99984741211,2.33,1.92,2.48,47.86,391043.91,1889092.97,1833823.25,2016
Poland,Europe_&_Central_Asia,High_income,2016,77.85,2.5,299799.987792969,6.53,4.63,6.16,89.75,1432787.7,551758.13,10420149.88,2016
Portugal,Europe_&_Central_Asia,High_income,2016,81.12,2.5,48759.9983215332,9.39,5.07,11.07,80.51,217892.67,194882.47,2855020.85,2016
Paraguay,Latin_America_&_Caribbean,Upper_middle_income,2016,73.84,7.7,7179.99982833862,6.68,3.36,5.25,57.38,226507.88,266370.69,1141936.38,2016
Qatar,Middle_East_&_North_Africa,High_income,2016,79.87,2.7,86919.9981689453,3.25,3.56,0.15,94.3,80413.56,29886.53,288517.61,2016
Romania,Europe_&_Central_Asia,High_income,2016,75.21,2.5,71589.9963378906,5.0,2.98,5.9,74.99,705282.37,421733.11,6338398.74,2016
Rwanda,Sub-Saharan_Africa,Low_income,2016,67.93,34.9,1159.9999666214,6.93,3.44,1.14,9.4,436845.54,2263839.34,1686311.3,2016
Saudi_Arabia,Middle_East_&_North_Africa,High_income,2016,74.76,3.7,561229.98046875,5.84,8.51,5.65,54.24,1980780.14,649277.3,5044183.94,2016
Sudan,Sub-Saharan_Africa,Low_income,2016,64.66,11.8,21129.9991607666,5.48,1.43,17.52,9.4,1438030.29,5160833.96,6771233.18,2016
Senegal,Sub-Saharan_Africa,Lower_middle_income,2016,67.08,9.5,10130.0001144409,4.26,5.11,4.46,21.66,340945.55,3175625.12,2155535.42,2016
Singapore,East_Asia_&_Pacific,High_income,2016,82.85,2.5,46099.9984741211,4.39,2.87,4.08,100.0,89945.63,80481.42,819948.83,2016
Solomon_Islands,East_Asia_&_Pacific,Lower_middle_income,2016,72.42,18.1,360.000014305115,4.51,12.0,0.7,47.86,37673.62,89703.51,173317.16,2016
Sierra_Leone,Sub-Saharan_Africa,Low_income,2016,53.44,25.9,930.000007152557,16.53,3.06,4.66,12.98,279141.79,3307688.86,1314401.46,2016
El_Salvador,Latin_America_&_Caribbean,Lower_middle_income,2016,72.64,9.9,7170.00007629395,7.71,3.83,4.42,43.99,362868.88,232717.39,1157377.98,2016
Serbia,Europe_&_Central_Asia,Upper_middle_income,2016,75.69,4.2,46619.9989318848,8.46,3.63,15.26,18.47,271283.71,122266.47,2854815.07,2016
Sao_Tome_and_Principe,Sub-Saharan_Africa,Lower_middle_income,2016,69.67,12.9,129.999995231628,6.43,5.17,13.89,30.17,4170.61,18418.71,31549.51,2016
Suriname,Latin_America_&_Caribbean,Upper_middle_income,2016,71.36,8.3,2950.00004768372,6.35,5.64,7.92,26.47,24120.74,36615.53,129944.63,2016
Slovenia,Europe_&_Central_Asia,High_income,2016,81.18,2.5,13899.9996185303,8.46,4.79,8.0,65.21,85807.01,21440.94,501700.25,2016
Sweden,Europe_&_Central_Asia,High_income,2016,82.31,2.5,38779.9987792969,10.85,7.62,6.99,94.67,236954.31,102803.71,2339413.66,2016
Eswatini,Sub-Saharan_Africa,Lower_middle_income,2016,56.96,13.0,839.999973773956,6.82,5.41,22.72,21.3,68127.26,417776.24,200407.52,2016
Chad,Sub-Saharan_Africa,Low_income,2016,53.44,28.5,2210.00003814697,5.05,2.3,1.1,9.48,566362.83,8354586.23,2256107.35,2016
Togo,Sub-Saharan_Africa,Low_income,2016,60.22,21.2,2299.99995231628,5.35,3.69,2.97,8.52,241851.57,2294813.98,1114774.54,2016
Thailand,East_Asia_&_Pacific,Upper_middle_income,2016,76.4,7.5,261600.006103516,3.75,3.64,0.69,24.6,2612921.14,2816084.21,14486294.43,2016
Tajikistan,Europe_&_Central_Asia,Lower_middle_income,2016,70.4,2.5,6090.00015258789,7.0,5.76,6.9,51.39,237944.48,758088.53,1656004.99,2016
Turkmenistan,Europe_&_Central_Asia,Upper_middle_income,2016,67.83,3.4,73339.9963378906,6.62,3.08,4.17,40.62,131708.38,325280.34,1125919.92,2016
Tonga,East_Asia_&_Pacific,Upper_middle_income,2016,70.61,4.0,150.000005960464,5.04,4.32,2.57,34.97,2132.11,5391.82,20033.03,2016
Trinidad_and_Tobago,Latin_America_&_Caribbean,High_income,2016,73.1,6.8,18309.9994659424,6.83,3.95,3.21,62.86,52245.44,47728.74,345368.56,2016
Tunisia,Middle_East_&_North_Africa,Lower_middle_income,2016,76.11,2.5,29610.0006103516,6.61,7.32,15.56,75.85,299235.49,271670.12,2222393.49,2016
Tanzania,Sub-Saharan_Africa,Lower_middle_income,2016,63.84,22.7,11199.9998092651,3.96,4.1,2.16,23.11,1460702.22,14726558.92,8051900.37,2016
Uganda,Sub-Saharan_Africa,Low_income,2016,61.99,28.5,4949.99980926514,4.97,2.14,1.92,9.4,1123402.69,12398329.45,5116218.62,2016
Ukraine,Europe_&_Central_Asia,Lower_middle_income,2016,71.48,2.5,201660.003662109,7.55,5.01,9.35,67.26,2833919.33,1390069.09,17760343.3,2016
Uruguay,Latin_America_&_Caribbean,High_income,2016,77.5,2.5,6519.99998092651,8.68,4.38,7.84,62.86,135291.19,76600.73,834572.32,2016
United_States,North_America,High_income,2016,78.54,2.5,4894500.0,16.84,4.8,4.87,98.31,10076308.82,4954745.24,90538405.96,2016
Uzbekistan,Europe_&_Central_Asia,Lower_middle_income,2016,71.17,2.5,105230.003356934,4.97,5.38,5.2,51.39,1096097.05,2117923.62,6726519.52,2016
Vietnam,East_Asia_&_Pacific,Lower_middle_income,2016,75.17,7.8,223720.001220703,4.52,4.34,1.85,47.86,3144550.88,3638231.18,18243139.86,2016
Vanuatu,East_Asia_&_Pacific,Lower_middle_income,2016,70.02,11.2,180.000007152557,2.93,5.6,1.78,47.86,12069.17,26150.22,64585.53,2016
Samoa,East_Asia_&_Pacific,Lower_middle_income,2016,72.9,4.7,300.000011920929,5.43,4.16,8.31,47.8,6538.85,8838.61,41984.04,2016
Zambia,Sub-Saharan_Africa,Low_income,2016,62.46,28.5,5320.00017166138,4.48,3.75,10.87,9.4,493151.86,5256716.78,2435959.9,2016
Zimbabwe,Sub-Saharan_Africa,Lower_middle_income,2016,60.29,12.4,11020.0004577637,7.68,5.47,4.79,26.88,576934.87,4705251.43,2231062.45,2016
Angola,Sub-Saharan_Africa,Lower_middle_income,2017,60.38,15.4,24250.0,2.79,2.47,7.41,21.3,1155447.76,7697608.85,3949010.17,2017
Albania,Europe_&_Central_Asia,Upper_middle_income,2017,78.33,4.7,5139.9998664856,5.01,3.61,13.62,47.05,81733.67,54297.2,619848.51,2017
United_Arab_Emirates,Middle_East_&_North_Africa,High_income,2017,77.65,6.4,197039.993286133,4.06,3.87,2.46,95.88,382300.29,120496.08,1502019.1,2017
Argentina,Latin_America_&_Caribbean,Upper_middle_income,2017,76.37,3.1,179320.007324219,10.44,5.45,8.35,38.16,1453282.85,1467504.75,9489390.39,2017
Armenia,Europe_&_Central_Asia,Upper_middle_income,2017,74.8,2.8,5369.99988555908,10.36,2.71,17.7,64.61,78192.14,71411.13,775713.1,2017
Antigua_and_Barbuda,Latin_America_&_Caribbean,High_income,2017,76.75,4.4,500.0,4.87,2.45,7.41,62.86,2200.63,2449.17,19017.32,2017
Australia,East_Asia_&_Pacific,High_income,2017,82.5,2.5,389160.003662109,9.27,5.14,5.59,71.36,729732.72,214605.47,5081739.38,2017
Austria,Europe_&_Central_Asia,High_income,2017,81.64,2.5,65860.0006103516,10.38,5.37,5.5,99.64,222679.74,75555.41,2206395.42,2017
Azerbaijan,Europe_&_Central_Asia,Upper_middle_income,2017,72.69,2.5,31959.9990844727,3.74,2.47,5.0,22.79,243624.94,534197.47,2374777.3,2017
Burundi,Sub-Saharan_Africa,Low_income,2017,60.9,28.5,529.999971389771,7.9,4.76,1.59,9.4,483363.11,3652454.48,1538396.26,2017
Belgium,Europe_&_Central_Asia,High_income,2017,81.49,2.5,92720.0012207031,10.78,6.43,7.09,86.18,373426.56,166023.54,2814461.08,2017
Benin,Sub-Saharan_Africa,Lower_middle_income,2017,61.17,7.9,6869.99988555908,2.62,3.54,1.64,21.3,415779.0,4364456.64,1868698.83,2017
Burkina_Faso,Sub-Saharan_Africa,Low_income,2017,60.77,12.4,4269.99998092651,6.03,5.63,4.56,9.4,958167.58,9229332.69,4017993.4,2017
Bangladesh,South_Asia,Lower_middle_income,2017,72.05,12.5,79339.9963378906,2.43,2.05,4.37,35.69,3272909.01,12901412.65,26986384.74,2017
Bulgaria,Europe_&_Central_Asia,Upper_middle_income,2017,74.81,3.0,43880.0010681152,7.52,4.08,6.16,66.79,257836.61,117513.48,2880930.27,2017
Bahrain,Middle_East_&_North_Africa,High_income,2017,77.03,2.7,30520.0004577637,4.74,2.32,1.18,88.81,29804.09,18594.35,222732.81,2017
Belarus,Europe_&_Central_Asia,Upper_middle_income,2017,74.13,2.5,56009.9983215332,5.76,4.79,5.65,74.59,472077.41,152785.68,3120829.36,2017
Belize,Latin_America_&_Caribbean,Upper_middle_income,2017,74.36,7.0,639.999985694885,5.79,7.45,6.6,38.16,18992.66,19676.22,62813.22,2017
Bolivia,Latin_America_&_Caribbean,Lower_middle_income,2017,70.94,12.5,22750.0,6.49,8.66,3.65,48.49,385733.21,1085318.1,2165543.09,2017
Brazil,Latin_America_&_Caribbean,Upper_middle_income,2017,75.46,2.5,456489.990234375,9.47,6.32,12.82,45.86,9953971.87,9524933.94,45356076.39,2017
Barbados,Latin_America_&_Caribbean,High_income,2017,78.98,4.3,1179.99994754791,6.62,4.37,8.62,62.86,7014.9,9410.52,78355.59,2017
Bhutan,South_Asia,Lower_middle_income,2017,71.13,14.4,970.000028610229,3.34,7.23,2.45,63.48,20321.2,68198.47,130475.87,2017
Central_African_Republic,Sub-Saharan_Africa,Low_income,2017,52.24,46.1,219.999998807907,6.67,1.75,5.65,14.64,518597.96,3141782.06,970329.56,2017
Canada,North_America,High_income,2017,81.9,2.5,568080.017089844,10.84,4.9,6.34,83.58,916116.34,423971.32,8248757.31,2017
Switzerland,Europe_&_Central_Asia,High_income,2017,83.55,2.5,38700.0007629395,11.48,4.95,4.8,99.64,218316.77,82960.0,1918975.58,2017
Chile,Latin_America_&_Caribbean,High_income,2017,79.91,2.9,87069.9996948242,9.07,5.42,6.96,74.37,514381.86,289766.66,3574168.77,2017
China,East_Asia_&_Pacific,Upper_middle_income,2017,76.47,2.5,10096009.765625,5.07,3.67,4.44,60.09,35833684.58,23696346.15,314747193.3,2017
Cote_d'Ivoire,Sub-Saharan_Africa,Lower_middle_income,2017,57.02,6.0,10560.0004196167,3.31,3.8,3.27,21.3,767828.8,8650820.17,3612443.56,2017
Cameroon,Sub-Saharan_Africa,Lower_middle_income,2017,58.51,6.6,9170.00007629395,3.49,3.06,3.6,21.3,967929.8,8910577.79,4098811.04,2017
Colombia,Latin_America_&_Caribbean,Upper_middle_income,2017,76.92,5.9,74989.9978637695,7.68,4.54,8.87,17.87,2094580.61,1381619.53,7876594.76,2017
Comoros,Sub-Saharan_Africa,Lower_middle_income,2017,63.91,12.4,280.000001192093,5.27,2.74,8.09,21.3,23535.24,120860.37,117779.74,2017
Costa_Rica,Latin_America_&_Caribbean,Upper_middle_income,2017,79.91,3.2,8260.00022888184,7.05,7.07,8.14,31.0,152956.02,88243.37,826233.01,2017
Cuba,Latin_America_&_Caribbean,Upper_middle_income,2017,78.66,2.5,26239.9997711182,11.71,10.41,1.7,36.99,335704.93,257306.08,2880050.1,2017
Cyprus,Europe_&_Central_Asia,High_income,2017,80.67,2.5,7360.0001335144,6.6,5.72,11.05,76.99,27693.4,11426.31,262089.83,2017
Germany,Europe_&_Central_Asia,High_income,2017,80.99,2.5,732200.012207031,11.33,4.87,3.75,97.03,1967044.13,962702.59,23932073.56,2017
Djibouti,Middle_East_&_North_Africa,Lower_middle_income,2017,65.89,13.5,419.999986886978,2.46,3.75,26.06,35.44,34283.22,261281.81,170428.77,2017
Denmark,Europe_&_Central_Asia,High_income,2017,81.1,2.5,33130.0010681152,10.04,7.75,5.83,91.36,117724.08,71965.1,1469118.18,2017
Dominican_Republic,Latin_America_&_Caribbean,Upper_middle_income,2017,73.69,6.2,23549.9992370605,5.83,3.92,5.83,38.16,464648.77,761055.21,2102180.97,2017
Algeria,Middle_East_&_North_Africa,Lower_middle_income,2017,76.5,2.7,158339.996337891,6.28,6.51,10.33,18.29,1172714.95,1638780.89,7133155.49,2017
Ecuador,Latin_America_&_Caribbean,Upper_middle_income,2017,76.58,10.7,38549.9992370605,7.43,4.61,3.84,41.81,675633.44,703318.46,2884441.89,2017
Eritrea,Sub-Saharan_Africa,Low_income,2017,65.54,28.5,720.000028610229,3.73,3.34,5.94,9.4,270432.93,1499613.11,946177.96,2017
Spain,Europe_&_Central_Asia,High_income,2017,83.28,2.5,263450.012207031,8.96,4.21,17.22,95.67,892822.05,498868.3,11075081.76,2017
Estonia,Europe_&_Central_Asia,High_income,2017,78.09,2.5,16709.9990844727,6.59,4.96,5.76,92.95,45156.52,18159.77,392883.17,2017
Ethiopia,Sub-Saharan_Africa,Low_income,2017,65.87,15.7,15819.9996948242,3.45,5.65,2.3,6.07,2836330.73,23661556.53,12572982.27,2017
Finland,Europe_&_Central_Asia,High_income,2017,81.63,2.5,43020.0004577637,9.13,6.36,8.64,84.1,177508.98,37107.98,1428930.64,2017
Fiji,East_Asia_&_Pacific,Upper_middle_income,2017,67.25,6.2,1649.99997615814,3.19,4.65,4.28,34.89,25333.33,52109.32,247917.81,2017
France,Europe_&_Central_Asia,High_income,2017,82.58,2.5,317829.986572266,11.33,5.45,9.41,78.64,1889770.76,756973.25,15034474.26,2017
United_Kingdom,Europe_&_Central_Asia,High_income,2017,81.26,2.5,367000.0,9.81,5.38,4.33,98.05,1270755.98,1003700.03,16863088.23,2017
Georgia,Europe_&_Central_Asia,Upper_middle_income,2017,73.41,8.1,9729.99954223633,7.06,3.57,13.94,35.76,139649.84,100745.06,1240195.35,2017
Ghana,Sub-Saharan_Africa,Lower_middle_income,2017,63.46,7.1,17010.0002288818,3.36,3.53,4.22,11.94,892797.03,6911805.68,4884650.97,2017
Guinea,Sub-Saharan_Africa,Low_income,2017,60.71,28.5,3339.99991416931,3.91,2.32,4.91,9.4,483212.47,5092018.0,2138146.98,2017
Guinea-Bissau,Sub-Saharan_Africa,Low_income,2017,57.67,28.5,310.000002384186,7.0,2.2,5.99,10.62,82185.9,582637.26,318193.34,2017
Greece,Europe_&_Central_Asia,High_income,2017,81.29,2.5,66800.0030517578,8.1,3.48,21.49,89.39,230295.78,135186.0,2948435.63,2017
Grenada,Latin_America_&_Caribbean,Upper_middle_income,2017,72.39,7.3,289.99999165535,4.66,3.17,6.94,38.16,3094.67,3822.08,25357.84,2017
Guatemala,Latin_America_&_Caribbean,Upper_middle_income,2017,73.81,16.3,16569.9996948242,6.14,2.95,2.46,38.16,901544.59,1158218.9,2873046.18,2017
Guyana,Latin_America_&_Caribbean,Upper_middle_income,2017,69.62,6.1,2470.00002861023,4.32,4.66,13.75,38.16,49500.19,62926.95,195117.89,2017
